Bought_Or_Not,Recency,Frequency,Monetary_Value,Mean_Quantity,ActivationDate,Age,SubscribedEmail,SubscribedPush,Male
0.0,707.0,3.5,209.38095238095235,1.0476190476190477,735601,25.0,False,True,1
0.0,383.0,2.5,418.0,1.0666666666666667,735601,31.0,False,False,0
0.0,519.0,6.0,298.75000000000006,1.25,735601,28.0,False,True,0
0.0,147.0,3.5,246.3333333333333,1.1904761904761905,735601,39.0,False,False,0
1.0,267.0,4.166666666666667,303.76,1.36,735601,39.0,False,True,1
0.0,746.0,4.166666666666667,224.2,1.24,735601,27.0,False,True,0
0.0,667.0,10.0,322.6166666666667,1.15,735601,27.0,False,True,1
0.0,2.0,6.166666666666667,261.7027027027027,1.1081081081081081,735601,22.0,True,False,0
1.0,10000.0,0.0,0.0,0.0,735601,45.0,False,True,1
0.0,676.0,7.0,302.5238095238095,1.0714285714285714,735601,22.0,True,True,0
1.0,252.0,6.166666666666667,367.3243243243243,1.5945945945945945,735601,35.0,True,True,1
1.0,28.0,9.833333333333334,355.87050847457635,1.5423728813559323,735601,34.0,False,True,0
0.0,668.0,4.5,252.18518518518516,1.0,735601,27.0,True,True,0
1.0,178.0,10.333333333333334,311.4516129032258,1.532258064516129,735601,42.0,True,False,0
0.0,35.0,29.0,430.6781609195403,1.5919540229885059,735601,35.0,True,True,1
0.0,608.0,3.8333333333333335,269.0,1.2173913043478262,735601,57.0,True,False,1
0.0,180.0,16.333333333333332,249.35714285714286,1.2959183673469388,735601,23.0,True,True,0
1.0,10000.0,0.0,0.0,0.0,735601,26.0,True,True,0
0.0,63.0,21.666666666666668,306.6,1.0615384615384615,735601,37.0,False,True,1
0.0,460.0,4.6,247.47826086956522,1.173913043478261,735601,56.0,True,False,0
0.0,778.0,3.8333333333333335,387.7391304347826,1.173913043478261,735601,26.0,True,False,0
0.0,352.0,6.666666666666667,282.19500000000005,1.1,735601,32.0,True,False,0
1.0,155.0,12.333333333333334,274.0135135135135,1.2837837837837838,735601,39.0,False,False,1
0.0,148.0,8.5,345.11764705882354,1.2745098039215685,735601,32.0,True,True,0
0.0,398.0,8.166666666666666,380.40816326530614,1.183673469387755,735601,35.0,False,False,1
1.0,505.0,1.4,533.4285714285714,2.4285714285714284,735601,31.0,True,True,0
1.0,238.0,2.6666666666666665,285.75,2.0,735601,33.0,True,True,0
0.0,210.0,10.2,375.9019607843137,1.2745098039215685,735601,44.0,True,True,0
0.0,610.0,8.5,242.09823529411764,1.1176470588235294,735601,49.0,True,False,1
0.0,809.0,4.666666666666667,300.7142857142857,1.2142857142857142,735601,33.0,False,False,0
1.0,107.0,7.666666666666667,416.4130434782609,1.565217391304348,735601,29.0,True,True,1
1.0,251.0,14.833333333333334,343.02247191011236,1.1123595505617978,735601,32.0,False,True,0
1.0,2.0,10.2,366.80392156862746,1.9803921568627452,735601,21.0,True,True,0
1.0,0.0,16.444444444444443,154.4459459459459,1.6216216216216217,735601,26.0,False,False,1
1.0,28.0,15.166666666666666,267.73626373626377,1.1978021978021978,735601,29.0,True,True,0
0.0,7.0,6.857142857142857,424.5,1.125,735601,30.0,False,True,1
0.0,237.0,7.6,271.3947368421052,1.0526315789473684,735601,42.0,True,False,1
1.0,447.0,8.166666666666666,440.02040816326536,1.2244897959183674,735601,28.0,True,True,1
0.0,566.0,9.0,282.49999999999994,1.0185185185185186,735601,35.0,True,True,1
0.0,305.0,1.8333333333333333,133.27272727272728,1.0,735601,37.0,False,False,0
1.0,105.0,5.5,537.2424242424242,2.0606060606060606,735601,29.0,False,False,1
1.0,63.0,26.5,240.50830188679254,1.2452830188679245,735601,41.0,True,True,0
1.0,25.0,31.5,375.1587301587302,1.470899470899471,735601,46.0,True,False,1
1.0,22.0,9.272727272727273,143.7549019607843,1.1372549019607843,735601,25.0,False,True,1
0.0,811.0,2.3333333333333335,596.5714285714286,1.7857142857142858,735601,44.0,True,True,0
0.0,440.0,7.0,301.0476190476191,1.0714285714285714,735601,33.0,False,True,1
0.0,805.0,7.5,309.8888888888889,1.4,735601,27.0,True,True,1
1.0,498.0,2.3333333333333335,316.5,1.2857142857142858,735601,24.0,True,False,0
1.0,35.0,4.777777777777778,380.6279069767442,1.372093023255814,735601,24.0,True,False,0
0.0,64.0,45.25,193.33701657458568,1.0552486187845305,735601,16.0,False,False,1
1.0,390.0,20.0,262.4498333333334,1.075,735601,21.0,True,False,0
1.0,49.0,14.666666666666666,319.7727272727274,1.1136363636363635,735601,30.0,False,False,1
0.0,8.0,19.25,420.1688311688312,1.4025974025974026,735601,26.0,True,True,0
0.0,549.0,6.5,213.61538461538458,1.0384615384615385,735602,30.0,False,False,0
0.0,135.0,8.25,390.5151515151515,1.3333333333333333,735602,33.0,True,False,0
1.0,79.0,20.333333333333332,298.8688524590164,1.1311475409836065,735602,31.0,True,True,1
0.0,176.0,11.666666666666666,328.1571428571428,1.1714285714285715,735602,44.0,True,True,1
0.0,104.0,23.0,197.7246376811594,1.0217391304347827,735602,31.0,True,True,0
1.0,10000.0,0.0,0.0,0.0,735602,32.0,True,True,0
0.0,670.0,5.333333333333333,384.875,1.25,735602,52.0,True,True,0
0.0,164.0,7.333333333333333,310.3181818181818,1.1590909090909092,735602,33.0,True,False,0
0.0,63.0,7.5,299.0888888888889,1.1777777777777778,735602,54.0,False,True,0
1.0,19.0,11.833333333333334,231.71830985915489,1.591549295774648,735602,118.0,False,False,1
0.0,848.0,6.5,277.20512820512823,1.0769230769230769,735602,26.0,False,False,1
0.0,258.0,8.666666666666666,301.80769230769226,1.0384615384615385,735602,57.0,False,False,0
1.0,69.0,27.0,286.0185185185185,1.2037037037037037,735602,40.0,False,True,1
1.0,32.0,25.142857142857142,212.57386363636368,1.1136363636363635,735602,21.0,True,True,0
1.0,96.0,33.5,315.0746268656716,1.8805970149253732,735602,41.0,False,False,0
0.0,680.0,9.333333333333334,259.7676785714286,1.0714285714285714,735602,21.0,True,True,1
1.0,909.0,1.5,385.55555555555554,3.3333333333333335,735602,21.0,False,True,0
1.0,76.0,20.0,337.3500000000001,1.475,735602,40.0,False,False,1
1.0,0.0,7.833333333333333,239.00000000000003,1.3617021276595744,735602,41.0,False,False,1
1.0,6.0,109.33333333333333,190.0960365853659,1.1875,735602,37.0,False,True,0
0.0,140.0,3.6666666666666665,461.5,1.1818181818181819,735602,35.0,False,True,0
0.0,605.0,2.8333333333333335,266.4117647058824,1.1176470588235294,735602,24.0,False,True,0
0.0,80.0,65.33333333333333,358.44897959183675,1.3775510204081634,735602,30.0,True,True,0
1.0,203.0,11.333333333333334,339.3088235294118,1.2058823529411764,735602,30.0,True,False,0
1.0,2.0,28.833333333333332,373.1271676300579,1.3121387283236994,735602,37.0,False,False,0
1.0,141.0,13.0,265.6794871794872,1.2564102564102564,735602,30.0,True,True,0
1.0,13.0,52.666666666666664,535.3544303797469,1.9050632911392404,735602,40.0,False,False,1
1.0,21.0,44.666666666666664,304.83582089552243,1.544776119402985,735602,33.0,False,True,0
1.0,372.0,19.166666666666668,314.3260869565218,1.1043478260869566,735602,26.0,False,False,0
0.0,521.0,2.6666666666666665,325.6875,1.0625,735602,49.0,False,False,0
1.0,125.0,3.2,237.875,1.25,735602,21.0,True,True,0
0.0,243.0,2.3333333333333335,352.92857142857144,1.1428571428571428,735602,44.0,True,True,0
1.0,183.0,1.3333333333333333,293.125,2.625,735602,29.0,False,True,0
0.0,557.0,7.166666666666667,258.69767441860466,1.2093023255813953,735602,53.0,True,False,0
0.0,231.0,7.5,353.5111111111111,1.2444444444444445,735602,48.0,True,True,0
0.0,545.0,18.166666666666668,292.20183486238534,1.385321100917431,735602,21.0,True,True,1
1.0,0.0,22.166666666666668,316.05263157894746,1.518796992481203,735602,42.0,True,True,1
1.0,4.0,3.1666666666666665,313.94736842105266,1.736842105263158,735602,39.0,True,False,0
0.0,641.0,4.333333333333333,424.9615384615384,1.2307692307692308,735602,47.0,True,True,0
0.0,672.0,5.333333333333333,262.40625,1.1875,735602,29.0,False,False,0
1.0,88.0,10.5,292.4285714285715,1.6349206349206349,735602,30.0,True,True,0
0.0,83.0,4.4,249.54545454545453,1.1590909090909092,735602,30.0,True,True,0
0.0,749.0,3.1666666666666665,255.52631578947367,1.4210526315789473,735602,38.0,True,False,1
1.0,510.0,2.8333333333333335,399.11764705882354,1.4705882352941178,735602,33.0,True,False,1
0.0,812.0,2.6666666666666665,370.8125,1.125,735602,32.0,True,True,1
0.0,86.0,5.166666666666667,216.09677419354838,1.0,735602,43.0,True,True,0
0.0,189.0,4.166666666666667,389.28,1.2,735602,38.0,False,False,0
0.0,127.0,16.666666666666668,287.13000000000005,1.01,735602,45.0,True,False,0
1.0,55.0,13.666666666666666,350.20731707317077,1.475609756097561,735602,32.0,True,True,1
0.0,525.0,4.285714285714286,293.9,1.1333333333333333,735602,39.0,True,False,1
1.0,544.0,0.6666666666666666,542.5,7.0,735602,33.0,True,True,1
0.0,625.0,10.833333333333334,307.10769230769233,1.2153846153846153,735602,41.0,True,True,0
1.0,309.0,11.25,364.3555555555555,1.3555555555555556,735602,28.0,True,False,0
1.0,44.0,15.25,345.327868852459,1.2459016393442623,735602,40.0,True,True,0
0.0,174.0,5.166666666666667,233.90322580645162,1.0,735602,32.0,False,True,0
0.0,128.0,13.4,274.5074626865671,1.1044776119402986,735602,31.0,True,False,0
1.0,73.0,12.5,310.63999999999993,1.2533333333333334,735602,31.0,False,False,1
1.0,32.0,7.777777777777778,379.37142857142857,1.3428571428571427,735602,41.0,False,True,0
0.0,546.0,5.666666666666667,421.38235294117646,1.5,735602,48.0,True,False,0
1.0,112.0,13.333333333333334,255.524875,1.4125,735602,45.0,True,True,1
0.0,258.0,10.833333333333334,379.55384615384617,1.2,735602,39.0,True,True,1
0.0,127.0,4.833333333333333,416.58620689655174,1.206896551724138,735602,46.0,True,True,1
0.0,480.0,4.0,258.0,1.3333333333333333,735602,24.0,False,True,1
0.0,819.0,3.8333333333333335,207.78260869565221,1.0,735602,49.0,False,True,1
0.0,387.0,14.5,286.9540229885057,1.1264367816091954,735602,36.0,True,True,1
0.0,331.0,2.5,240.5333333333333,1.0,735602,27.0,True,False,1
0.0,557.0,2.6666666666666665,413.0,1.1875,735602,35.0,True,False,1
1.0,98.0,4.5,274.5555555555556,1.3703703703703705,735602,18.0,False,False,0
0.0,24.0,29.5,215.06214689265536,1.03954802259887,735602,27.0,False,True,0
1.0,20.0,43.0,377.88372093023264,1.5930232558139534,735602,33.0,True,False,0
0.0,438.0,8.333333333333334,352.16,1.32,735602,23.0,False,True,1
0.0,706.0,5.166666666666667,283.2580645161291,1.032258064516129,735602,30.0,True,True,0
1.0,235.0,4.333333333333333,253.53846153846155,1.5,735602,33.0,False,False,0
0.0,456.0,9.0,293.5740740740741,1.037037037037037,735602,40.0,False,False,1
1.0,20.0,10.0,352.28333333333336,1.8,735602,28.0,False,True,0
0.0,503.0,4.5,377.14814814814815,1.5555555555555556,735602,31.0,True,True,0
0.0,457.0,12.166666666666666,207.02739726027397,1.2465753424657535,735602,40.0,True,True,0
0.0,34.0,26.0,253.46153846153842,1.3076923076923077,735602,49.0,True,True,1
1.0,8.0,23.25,335.82795698924735,1.1397849462365592,735602,39.0,True,True,0
1.0,499.0,1.1666666666666667,390.0,1.8571428571428572,735602,29.0,False,True,0
0.0,463.0,3.4,226.58823529411765,1.1176470588235294,735602,22.0,True,True,0
0.0,812.0,3.0,284.7222222222223,1.0555555555555556,735602,26.0,False,False,1
1.0,78.0,18.333333333333332,276.8454545454545,1.1818181818181819,735602,33.0,False,True,0
1.0,0.0,13.166666666666666,285.65822784810126,1.4683544303797469,735602,29.0,True,True,0
1.0,7.0,8.666666666666666,271.13461538461536,1.5961538461538463,735602,46.0,False,False,0
0.0,21.0,12.25,377.46938775510205,1.4285714285714286,735602,31.0,True,True,1
0.0,477.0,4.333333333333333,303.15384615384613,1.1538461538461537,735602,25.0,False,True,0
0.0,645.0,22.0,367.090909090909,1.1515151515151516,735602,28.0,True,True,0
1.0,349.0,1.6666666666666667,758.1,1.9,735602,29.0,True,False,1
0.0,490.0,8.666666666666666,256.0769230769231,1.0192307692307692,735602,30.0,True,True,0
0.0,183.0,7.333333333333333,265.45454545454544,1.1136363636363635,735602,26.0,True,True,0
